,0
1445,"@Zoomcar_India I've waited way too long for you guys to terminate the service and it has not been done yet, at this… https://t.co/fQ16uD4k9j"
1446,@Zoomcar_India Hi @Zoomcar_India how much time it will take for refund… please let me know
1447,@urBiplabm Our team has processed the home delivery and unused hours refund for the same. It has been adjusted from… https://t.co/sZtKIXCytl
1448,"@urBiplabm Hello Biplabm, please accept our sincere apologies for the delay in responding and the inconvenience cau… https://t.co/LRJfIvOsVB"
1449,"@BBaakiyam For now, we have canceled your booking and initiated a full refund back to your source account and the s… https://t.co/Jkr5Hjn0VH"
1450,@BBaakiyam so we will share strong feedback with our companion and take necessary measures to secure that such erro… https://t.co/NUBxT1zufH
1451,@BBaakiyam We understand your feelings and we apologize for having such an unpleasant experience with us. We are ta… https://t.co/OYXS9mgKt2
1452,"@BBaakiyam For now, we have canceled your booking and initiated a full refund back to your source account and the s… https://t.co/39LLg7WkDc"
1453,@BBaakiyam so we will share strong feedback with our companion and take necessary measures to secure that such erro… https://t.co/KjHyFsNKsC
1454,@BBaakiyam We understand your feelings and we apologize for having such an unpleasant experience with us. We are ta… https://t.co/ICqApYGoKf
1455,@Zoomcar_India what is your email id and customer support number. Horrible service
1456,"@SHARMESHK Hello Sharmesh, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/YsOlhQ2iaF"
1457,"@abhaykol91 Hello Abhay, we deeply regret the inconvenience caused to you. We are here to help you with your concer… https://t.co/Sp0IJTj0bN"
1458,"@fazalmsaiyed Hello Fazal, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/AexsJHosUG"
1459,"@simran_boho Hello Simran, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/sojUrhi9le"
1460,"@Iasmohitc Hello Mohit, please accept our sincere apologies for the delay in responding and the inconvenience cause… https://t.co/XP7SGzmfyl"
1461,"@bansalarnav14 Hello Arnav, we understand your concern here. Based on many internal factors, we decided to remove t… https://t.co/5UcGIlMmWZ"
1462,"@balajiworld Hello Balaji, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/T6fkJ7BMIa"
1463,"@ChordiyaPratik Hello Pratik, we deeply regret the inconvenience caused to you. We are here to help you with your c… https://t.co/rYeztcqnXi"
1464,"@ChordiyaPratik Hello Pratik, we deeply regret the inconvenience caused to you. We are here to help you with your c… https://t.co/EtB9aBQEng"
1465,"@Anil_Godara_ Hello Anil, we deeply regret the inconvenience caused to you. We are here to help you with your conce… https://t.co/3k6Gzt2Qal"
1466,@Zoomcar_India 1) Hello I am the host of zoom car from Bhopal Mp I have issue with zoom car my car was booked by co… https://t.co/gbYhvFT6tz
1467,@Zoomcar_India Pls soon as possible because car is live on zoomcar platform anytime booking will come so pls the fastag...Do the needful...
1468,"@BBaakiyam Hello Baakiyam, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/jJrzPXISrW"
1469,"@BBaakiyam Hello Baakiyam, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/cjmvHSKcph"
1470,"@rathode_s Hello Deepak, we deeply regret the inconvenience caused to you. We are here to help you with your concer… https://t.co/gDWW0c9fGy"
1471,"@hemsekhar1 Hello Hem, we deeply regret the inconvenience caused to you. We are here to help you with your concern.… https://t.co/tATaTNOsOW"
1472,"@Zoomcar_India Spare Tyre theft from car DL9CAX 5188 booking id JPSNC1EG5. I have written so many emails,no action… https://t.co/bGzLg7vtRI"
1473,"@Percymakam Hello Percy, we deeply regret the inconvenience caused to you. We are here to help you with your concer… https://t.co/mHR5bS1tfq"
1474,"@Rahultyagi004 Hello Rahul, we deeply regret the inconvenience caused to you. We are here to help you with your con… https://t.co/g1Y0V6trC6"
1475,@Zoomcar_India Hii my booking Id is JPSNC1LQ4
1476,"@VarunVe47027934 Hello Varun, please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/d7cLkgn4WX"
1477,@MuditKhandelw11 and we will share the Google forms for the Zoomcar and Club Vistara campaigns with you at the earl… https://t.co/GfRIxjttYf
1478,"@MuditKhandelw11 Hello Mudit, please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/ZjeDZFdXYc"
1479,@MuditKhandelw11 and we will share the Google forms for the Zoomcar and Club Vistara campaigns with you at the earl… https://t.co/yssv08sXed
1480,"@MuditKhandelw11 Hello Mudit, please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/5e63xxwoDa"
1481,@MuditKhandelw11 and we will share the Google forms for the Zoomcar and Club Vistara campaigns with you at the earl… https://t.co/YkkGCiNkXK
1482,"@MuditKhandelw11 Hello Mudit, please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/FyuEwsfMxr"
1483,"@Zoomcar_India ,@ZoomcarDEL Hii Team, Yesterday my car got booked and the booking Id is JPSNCYUUB, but in today mor… https://t.co/ZSc1JEY10k"
1484,"@Zoomcar_India Dear Zoomcar no reply from your team, in this regard"
1485,"@SumerSinghTanw7 @Zoomcar_India Delist your car from zoomcar sir, they are now most pathetic platform now."
1486,@Zoomcar_India The host has denied to give his car. I have trip planned tomorrow. Please assist https://t.co/MzsmWgSmcT
1487,@Zoomcar_India host is saying no. I want 100% refund. This was supposed to my first time experience.... https://t.co/3iOLvOwBXY
1488,@Zoomcar_India just booked ride from your application and host told the car is accidented and application is not pr… https://t.co/Ve3Mu5N0S5
1489,@Zoomcar_India  @ZoomcarPUN  @ZoomcarHYD @ZoomcarMUM car alredy picked by guest on time 10:00 in this booking but a… https://t.co/XOATQdXvPe
1490,"@Zoomcar_India Dear zoomcar team 

Someone has remove the fastag from the front glass yesterday so pls handle and i… https://t.co/mgdCfUVddP"
1491,@Zoomcar_India JPSNCWVDG.. Is ID.. Booed for Coimbatore.. Pathetic.. Back office work by Zoom. No one reached out
1492,Any update on this @Zoomcar_India
1493,@cricmaddster @Zoomcar_India same here my car DL2CAY3325 Tata Tiago on zoom car platform since Jan 23.but fast tag still not working
1494,"Tick tick tick tick, it's time for a weekend roadtrip! 🚗

#Bluetick #Bluecheck #BlueCheckMark #TwitterBlue… https://t.co/pkIGSUcSbQ"
1495,"@Zoomcar_India Hello Zoomcar, the reply you have is that it took you 2 weeks to redirect this query of mine to the… https://t.co/LnQqIdBcQb"
1496,"@ravi1993 Hello Ravi, please accept our sincere apologies for the delay in responding and the inconvenience caused… https://t.co/2zWqxoBoNc"
1497,"We were told that vehicle is in garage and unavailable for our ride, it was very disappointing as it affected our p… https://t.co/gJdC0mshyj"
1498,"Very annoyed with zoom car services...we have selected a 7 seater car to go out of town @7:30pm and until 6pm, I go… https://t.co/Alb9syWjft"
1499,"👉🏻Get upto 600 off on Zoomcar by 🥳using the Zoomcar coupon on Explurger‼️ 
Download now‼️

@JitinBhatia 
@SonuSood… https://t.co/rU3MAehzDR"
1500,@dewanshrawat15 Please accept our sincere apologies for the delay in responding and the inconvenience caused to you… https://t.co/oPw8eKC2Dt
1501,@Zoomcar_India @Zoomcar_India  no response what a great service….
1502,@Zoomcar_India Hats off to ur quick service n reply. Since the replies over mails seem like a bot. Can we have a ca… https://t.co/fU4xIymaY6
1503,"@cricmaddster Therefore, we regret to inform you that we won't be able to assist you further with regard to the same."
1504,"@cricmaddster However, upon further investigation, we discovered that you neglected to bring the damage concern to… https://t.co/imMcvlJnBt"
1505,"@cricmaddster Hello Maddy, please accept our sincere apologies for the delay in responding and the inconvenience ca… https://t.co/JgbUmgy9rP"
1506,"@cricmaddster Therefore, we regret to inform you that we won't be able to assist you further with regard to the same."
1507,"@cricmaddster However, upon further investigation, we discovered that you neglected to bring the damage concern to… https://t.co/qHfUyCjm47"
1508,"@cricmaddster Hello Maddy, please accept our sincere apologies for the delay in responding and the inconvenience ca… https://t.co/4zrQVzvGLD"
1509,"@cricmaddster Therefore, we regret to inform you that we won't be able to assist you further with regard to the same."
1510,"@cricmaddster However, upon further investigation, we discovered that you neglected to bring the damage concern to… https://t.co/7vd38gvNSS"
1511,"@cricmaddster Hello Maddy, please accept our sincere apologies for the delay in responding and the inconvenience ca… https://t.co/u1nHwPn7Yy"
1512,"@cricmaddster Therefore, we regret to inform you that we won't be able to assist you further with regard to the same."
1513,"@cricmaddster However, upon further investigation, we discovered that you neglected to bring the damage concern to… https://t.co/OPHj7gQTTk"
1514,"@cricmaddster Hello Maddy, please accept our sincere apologies for the delay in responding and the inconvenience ca… https://t.co/HFv1EsIL4k"
1515,"@cricmaddster Therefore, we regret to inform you that we won't be able to assist you further with regard to the same."
1516,"@cricmaddster However, upon further investigation, we discovered that you neglected to bring the damage concern to… https://t.co/OXxImghCwX"
1517,"@cricmaddster Hello Maddy, please accept our sincere apologies for the delay in responding and the inconvenience ca… https://t.co/833Hk7TfSV"
1518,"@Zoomcar_India Hi please update, response still awaited."
1519,"@Subhamanjel based on the internal record our team has levied the refueling penalty on your account, and since it's… https://t.co/az4Vzq0guM"
1520,@Subhamanjel Please accept our sincere apologies for the delay in responding and the inconvenience caused to you. W… https://t.co/UERjW6hUqk
1521,"@nesraphael We apologize for any inconvenience caused to you. As checked, our team initiated an unused hours refund… https://t.co/uQD7MgippV"
1522,"@Aziz23201119 We were unable to make the same arrangements due to a vehicle shortage. Hence, we have canceled your… https://t.co/DoJLadaiK6"
1523,@Aziz23201119 We deeply regret that we were unable to encompass your reservation. We attempted to arrange for a replacement car.
1524,"@rakeshkumards To see the changes from your end, we request you to kindly refresh the page. We are requesting your patience in the interim."
1525,"@rakeshkumards However, we have received confirmation from our respective team that we have initiated a full refund… https://t.co/mfehLjfqEC"
1526,"@rakeshkumards Hello Rakesh, Please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/ZxF50DHdo3"
1527,"@phoenixx88 We apologize for the delay here. Unfortunately, it is taking longer than expected to resolve your query… https://t.co/55FyKpH9qi"
1528,"@rakeshkumards To see the changes from your end, we request you to kindly refresh the page. We are requesting your patience in the interim."
1529,"@rakeshkumards However, we have received confirmation from our respective team that we have initiated a full refund… https://t.co/mhe6wqNuOx"
1530,"@rakeshkumards Hello Rakesh, Please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/Dl5VtF6Gsp"
1531,"@rakeshkumards To see the changes from your end, we request you to kindly refresh the page. We are requesting your patience in the interim."
1532,"@rakeshkumards However, we have received confirmation from our respective team that we have initiated a full refund… https://t.co/vbipL84bKR"
1533,"@rakeshkumards Hello Rakesh, Please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/PKCBbKjbLn"
1534,"@rakeshkumards To see the changes from your end, we request you to kindly refresh the page. We are requesting your patience in the interim."
1535,"@rakeshkumards However, we have received confirmation from our respective team that we have initiated a full refund… https://t.co/8BeC4ZuNyS"
1536,"@rakeshkumards Hello Rakesh, Please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/ope4gqjyQ1"
1537,"@rakeshkumards To see the changes from your end, we request you to kindly refresh the page. We are requesting your patience in the interim."
1538,"@rakeshkumards However, we have received confirmation from our respective team that we have initiated a full refund… https://t.co/q59eT53DPX"
1539,"@rakeshkumards Hello Rakesh, Please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/8nrkiNdlds"
1540,"@saurabh_sr92 Therefore, we request you to kindly elaborate on your concern in detail with your booking ID. We shal… https://t.co/LRe1GQKCXe"
1541,@saurabh_sr92 you will find an option in the chatbot to contact the concerned Host or our customer care team directly for any support.
1542,"@saurabh_sr92 For any concerns, please raise a ticket through our chatbot on the Zoomcar application. Our email tea… https://t.co/jp1BxnaeGw"
1543,"@saurabh_sr92 Hello Saurabh, please accept our sincere apologies for the delay in responding and the inconvenience… https://t.co/FO1BApjZMZ"
1544,"@puneet_56_ Please accept our sincere apologies for the delay in responding, we have replied to your concern via di… https://t.co/DkDqy2ja75"
1545,@Zoomcar_India I am ready to pay the late fees as I was an hour late but the fuel cost which I was asked to pay was… https://t.co/5hDqTJbiCx
1546,@Zoomcar_India I want to extend my time how to extend as none of your representatives know how to extend as applica… https://t.co/XZ5bgB5t78
1547,"@Zoomcar_India Why are your customer care agents so unhelpful and taking an arrogant tone? No one should call you with any issues, is it?"
1548,"@zagadeangaj We regret the inconvenience caused to you. In order to assist you further, we would require your booki… https://t.co/7uUaOrAoFB"
1549,"@pran_shu Hello Pranshu, We apologize for the inconvenience. Please share the correct booking ID with us, since we… https://t.co/tUcfhsawtp"
1550,@kichapunith We apologize for the delay. Please be assured that the issue has been escalated and that the team will… https://t.co/eLGEzkuOhx
1551,@kichapunith We apologize for the delay. Please be assured that the issue has been escalated and that the team will… https://t.co/OhNT6sV8JS
1552,@Zoomcar_India Booking I’d JPSNCG4AU
1553,@Zoomcar_India Where to share booking I’d
1554,"@Abhishek_3110 We regret the inconvenience caused to you. In order to assist you further, we would require your boo… https://t.co/spqccv465z"
1555,"@bhandarisumeet Hello Sumeet, we are really sorry for the inconvenience caused, please allow us some time, we shall… https://t.co/lBZy4mfIx1"
1556,"@Zoomcar_India 

One of the client took the car. The car got damage while in the trip itself. RSA Taken a car from… https://t.co/rBzd9q8Fe9"
1557,@Zoomcar_India Dear Team How many days u take to return my car and update also. I have visited work shop but no any… https://t.co/5w9hf4rPV4
1558,I don't see any support from these guys and as you can see in the Video attached that all of their cars are having… https://t.co/OBa53AGtl5
1559,@Zoomcar_India We Tried to contact you but your Help Chat Support didn't have any option to assist us in that situa… https://t.co/8aXdpoKO2V
1560,@bs_koushal @Zoomcar_India They don't have proper customer service they are just robbing people and keeping their h… https://t.co/DdCySe0oMb
1561,@Zoomcar_India @Zoomcar_India forget about fuel refund i am questioning  you regarding refund on the unused hours
1562,"@bs_koushal Hello Koushal, We are aware of your concerns, but before we can assist you, we require odometer picture… https://t.co/HlYO7j6M9s"
1563,@Zoomcar_India If late night travelling their is car repair. Providing image &amp; videos after that you are asking for… https://t.co/iZUZpsbin4
1564,"@NamanJain2512 Hello Naman, We apologize for the inconvenience you've had to deal with. Please get in contact with… https://t.co/sCHXw8C3eM"
1565,"@ParikhPreyash Hello Preyash, Request you to provide the correct booking ID, As we are not able to fetch any detail… https://t.co/Yh83GupLpG"
1566,"@Zoomcar_India @Zoomcar_India  thank you for your response and my booking ID: JPSNCY3GO

Please check and help"
1567,@MdeepakJ We would appreciate it if you could elaborate on your concern so that we can conduct a check and get back… https://t.co/OTPnNEzr5S
1568,"@harshalpjadhav Meanwhile, we would like to inform you that the amount charged as a late fee would be the same as t… https://t.co/Hy0vjfr4ae"
1569,@harshalpjadhav We are sorry for the delayed response. We would like to inform you that the booking can be extended… https://t.co/s9F5am740R
1570,"@harshalpjadhav Meanwhile, we would like to inform you that the amount charged as a late fee would be the same as t… https://t.co/wX7648fRIF"
1571,@harshalpjadhav We are sorry for the delayed response. We would like to inform you that the booking can be extended… https://t.co/XQoDTIr295
1572,"@harshalpjadhav Meanwhile, we would like to inform you that the amount charged as a late fee would be the same as t… https://t.co/wTlCR2Cf4r"
1573,@harshalpjadhav We are sorry for the delayed response. We would like to inform you that the booking can be extended… https://t.co/08o6kXneHC
1574,"@Zoomcar_India Dear Host,
This is a status update on the ticket: 1742869.Your car has been towed to this workshop:G… https://t.co/870CDIEDur"
1575,"@ParikhPreyash We regret the inconvenience caused to you. In order to assist you further, we would require your boo… https://t.co/IV3qjqYS5t"
1576,"@NamanJain2512 We regret the inconvenience caused to you. In order to assist you further, we would require your boo… https://t.co/fpdUUCRkYw"
1577,I booked zoomcar but after booking there is no car available as per car Hots and there is no customer care to helpi… https://t.co/cJGB1AmyeA
1578,@NamanJain2512 @Zoomcar_India Atleast have some decency to talk to customers directly to sort their issues @Zoomcar_India
1579,A very Pathetic Service by @Zoomcar_India . We wasted a lot of our Time and Money because of their Shitty Service.… https://t.co/D61olRDJtC
1580,We booked a Car from @Zoomcar_India .The car had a White Number Plate Instead of a Black &amp; Yellow Number Plate. Bec… https://t.co/S14S3nRjAh
1581,"@Singhal0Sid We regret the inconvenience caused to you. In order to assist you further, we would require your booki… https://t.co/cXZ93kJ0eM"
1582,@Zoomcar_India @Zoomcar_India  hope you saw the comment clearly
1583,@Zoomcar_India You guys don’t offer us a media through which we can address our problems. That chatbot is useless a… https://t.co/4NGru5nQSr
1584,@Zoomcar_India worst customer satisfaction. I am at the pickup location and there is no car. I searched car for two… https://t.co/trruvZR9k6
1585,"@pran_shu We regret the inconvenience caused to you. In order to assist you further, we would require your booking… https://t.co/Uzymwj1Te2"
1586,It's going to be a battle between the 'Super Kings' and the 'Sunrisers' - who knew weather forecasts could be so ex… https://t.co/PGuKq00SGA
1587,@Zoomcar_India Same answer from last 5 months but no result and zoom car charging me 590/month for platform fee tha… https://t.co/LpqwAOT1Hc
1588,"@Zoomcar_India 
Been scammed by one of your hosts in Delhi-NCR that could’ve taken my life since there were no brak… https://t.co/bAAqVWCEQX"
1589,@sagarthadani31 We apologize for the lengthy delay and we regret the inconvenience caused to you. We are following… https://t.co/QOolwqvDWi
1590,@sagarthadani31 We apologize for the lengthy delay and we regret the inconvenience caused to you. We are following… https://t.co/15Jc2vMnZw
1591,@sagarthadani31 We apologize for the lengthy delay and we regret the inconvenience caused to you. We are following… https://t.co/qXri4YohvU
1592,@SelvakumaMoscow We apologize for the lengthy delay and we regret the inconvenience caused to you. In order to assi… https://t.co/wvuLTngiwh
1593,@SelvakumaMoscow We apologize for the lengthy delay and we regret the inconvenience caused to you. In order to assi… https://t.co/3J93LpFoZZ
1594,@SelvakumaMoscow We apologize for the lengthy delay and we regret the inconvenience caused to you. In order to assi… https://t.co/xlD3JPatFr
1595,@sriramgurijala We apologize for the delay. Please be assured that the issue has been escalated and that the team w… https://t.co/QB2VwVRaZt
1596,"@MahaCyber1 @consumerforum_ 

In addition to this same host was alloted to some another group.
Is this system glitc… https://t.co/xjjWWSK6hY"
1597,"@mukeshs23499756 We are sorry for the delayed response. Please give us some time while we investigate your concern,… https://t.co/E95GWGIhsC"
1598,"@mukeshs23499756 We are sorry for the delayed response. Please give us some time while we investigate your concern,… https://t.co/dJBEhOHNlb"
1599,"Have tried raising ticket on mobile application- No action was taken 
 wrote a mail- No response
We want amount to… https://t.co/xHK1glzqby"
1600,"@Zoomcar_India @ZoomcarPUN @ZoomcarMUM @zoomcar_id @ZoomcarBLR @ZoomcarHYD @morang @Zoomcar_India
@ZoomcarPUN… https://t.co/qTjVHzxgZC"
1601,"@Zoomcar_India 
We had booked zoom car from Mobile application on 12th of April from 9:30 to 13th April 10:30 am.… https://t.co/Qp0CRIjTLk"
1602,"@Zoomcar_India Call me asap, matter of life and death. Re: 1737534 @Zoomcar_India @ZoomcarMUM @ZoomcarBLR @ZoomcarHYD @ZoomcarPUN"
1603,"@Zoomcar_India No reply from anyone till now
#hiroshi #zoomcar_india #mumbaipolice"
1604,@Zoomcar_India We tried to contact zoom car for 4 hours and all online available contact numbers are non operationa… https://t.co/bMkiFLRxtO
1605,@Zoomcar_India Zoom car team it's been 36 hours...no one cal me or any revert from your side
1606,"@VishnoiHarpreet We understand your dissatisfaction with us, but please know that we will make sure your valuable f… https://t.co/Yem5dwi1sO"
1607,"@mehta4961 We regret to inform you that we will not be able to do much in this case without the images, We apprecia… https://t.co/9kQh2Gmr9X"
1608,"@Zoomcar_India So so many times we write you, but no positive stepstaken by yourside... pathetic... frustrated"
1609,@sriramgurijala We apologize for the inconvenience this has caused. Please give us some time to check and get back… https://t.co/6qMm59cuyN
1610,@MdeepakJ We apologize for your disappointment. Please elaborate on your concern so that we can look into it and ge… https://t.co/mKGNOhtaRt
1611,@Zoomcar_India Resolve the issue immediately otherwise I'll simply Promote my tweet (shall run ads). The whole fami… https://t.co/aNXSIY4Z04
1612,"@Zoomcar_India Could you look into  Booking ID JPSNC1ZI8.

I uploaded bills 5 days ago and they still haven't been… https://t.co/E11RkLJ38f"
1613,"@Shivani5256922 In regards to the fast tag refund, the issue has been escalated and the team will revert you at the… https://t.co/St9RzpSd4L"
1614,"@Shivani5256922 Hello Shivani, We regret having to tell you that. We won't be able to give a refund in this circums… https://t.co/SYRAQC5MNH"
1615,"@enidhi @Zoomcar_India Better Hosts delist/offline their cars. Early morning, stranded on the road along with Famil… https://t.co/rE7P6VssSy"
1616,@Zoomcar_India @morang Still no response from your team. @Zoomcar_India this is a very bad customer service
1617,"@Zoomcar_India Booking ID: JPSNC3SWP 

Call the registered number urgently. All your numbers, even from your Help s… https://t.co/CyEpqiJnoZ"
1618,"Quite the audacity from @Zoomcar_India to refuse to delete my account, which I haven't really used.

@morang and… https://t.co/OfEjIoBYi9"
1619,https://t.co/nIWDebPIbG  my car hasnt returned please help
1620,@Zoomcar_India @Zoomcar_India @morang @DavidNBack wht resolution r you giving?  Its  a legal issue. The car is with… https://t.co/rW89y7VMf3
1621,@Zoomcar_India @Zoomcar_India waiting for your revert
1622,"@Zoomcar_India Still I had not received my car .
As per zoomcar, they are trying to find .
But still I have not rec… https://t.co/iUUAtPsDtw"
1623,"@Sultansm We regret the inconvenience caused to you. In order to assist you further, we would require your booking… https://t.co/sJ62w6vxiE"
1624,@enidhi @airvistara Yes I am not fan of zoomcar but since vistara partnered with them i thought it won't be that ba… https://t.co/ufGZWdOmky
1625,@Zoomcar_India @Zoomcar_India  approve the damage bills. Garage team sent you mail for approval itseems. Its alread… https://t.co/4VUYuN3sBs
1626,"@Zoomcar_India 
@ZoomcarBLR 
promised but didnt finish
Fake Company"
1627,"@Sultansm @Zoomcar_India Because zoomcar doesn't pay hosts on time, doesn't pay for traffic challans, damages and o… https://t.co/bo6CjNyHAV"
1628,"@Komalrai2507 @Zoomcar_India Even Twitter team gives bot replies only.. send them a legal notice, get a mechanic re… https://t.co/RjhLDjvcPy"
1629,I was fearing this... @airvistara will spoil their names sending their customers to zoomcar https://t.co/CY8Oc7SimX
1630,@Zoomcar_India what resolution are you giving? None is bothered to call. It is a legal issue. The car is with polic… https://t.co/eGJaRUb2Nm
1631,"My car is locked by @Zoomcar_India since 12 hours. 
Now the customer is not able to start and bring it back to me.… https://t.co/gKMoCn4LRn"
1632,"@Zoomcar_India - pls
Provide the solutions or remove your device"
1633,"@chechani_hardik We are sorry for the delayed response. As checked, the charges levied were for dropping the vehicl… https://t.co/pesp79sTxM"
1634,@Zoomcar_India i want to exit your host programme. I have requested this many times before also and I am doing it a… https://t.co/6kiwXdPecE
1635,@Zoomcar_India you are not capable of handling such minute issues. I fear if someday my vehicle meets with an accid… https://t.co/MLGcMVQps2
1636,@Zoomcar_India there is no option to reach out to you. Your customer support no. does not work and now ur support m… https://t.co/Ex3Vh1YvVW
1637,@Zoomcar_India 3 days back I got a challan on my vehicle for the day when it was serving the booking in Oct and the… https://t.co/aA93V0nH3h
1638,2) I have called zoomcar 15 times in past 10 days to get the link for adding cv points on alternate email. But thei… https://t.co/n17PR7Z84I
1639,1. @airvistara How can i get link to add CV points for booking on zoomcar? I made a booking ( id -JPSNC3C2N) throug… https://t.co/M7YKSD1X2K
1640,"@Zoomcar_India Look at the number of days since your reply! Nothing has happened yet, not even a bolt has been fit… https://t.co/7KSiiXydZS"
1641,@Zoomcar_India @zoomcarvictim zoomcarvictim  zoomcar @service_fc Central Consumer Protection Authority email as-ca@… https://t.co/NFTpj1rfGt
1642,"@Zoomcar_India Amount of push notifications and emails from your app are a lot for me as an non-activated user. 

I… https://t.co/1lyPHPHQhH"
1643,"@Zoomcar_India Day 24, Hello Team @Zoomcar_India , could you please provide me an update."
1644,"@Zoomcar_India pathetic service and pathetic response you guys are just pathetic , return my money"
1645,@Zoomcar_India Any update here?
1646,@Zoomcar_India You have time for these bullshit but you can't give your customers support! Your host is asking for… https://t.co/BVpY73R2Fv
1647,None of your support numbers are working. Zoomcar is giving platform to car owners to cheat. Zoomcar is a big cheat… https://t.co/zaoZqWTDfR
1648,@Zoomcar_India Do you guys have any control over your so called Hosts? They are always upto cheating. Host is denyi… https://t.co/55Sl9hYESd
1649,@Zoomcar_India what happens why cant you even reply
1650,@Zoomcar_India Your customer service is pathetic and mark my words this company will go down the drain if you don’t… https://t.co/473X5VPLWU
1651,The worst app and customer care @Zoomcar_India @ZoomcarMUM
1652,I asked for replacement within 30 mins of starting it as I knew I won’t be able to drive it. Customer care said tha… https://t.co/zp6vPHXFtb
1653,"Literally after begging then, they send me the options and I choose the nearest one.  And this time car had loose s… https://t.co/hVPz9yNbUZ"
1654,"I booked a car as I had to leave for Pune today and when I reached the location, the car was not there. After tryin… https://t.co/e5hjLNIFif"
1655,The worst car service I have ever seen. Highly recommend you to not book a @Zoomcar_India ever in your life. The di… https://t.co/3IXeoavrgf
1656,@Zoomcar_India is the pickup and drop from BENGLORE AIRPORT STILL AVAILABLE?
1657,@Zoomcar_India Extermely disappointed with the services returned the vechile on time but  not able to close the tri… https://t.co/iTLu38l3U4
1658,"@Zoomcar_India Following are the problems with the car
1) 3 tyres got bursted but got 2nd hand 2 tyre.
2} car modes… https://t.co/EhR2XiZmvJ"
1659,"@Zoomcar_India find the booking id ,
JPNSC1S5X"
1660,@Zoomcar_India it's pending from last 1 month how much time it will take further
1661,@Zoomcar_India look how they are treating almost 4 month but still not getting support https://t.co/hINalCtR5Z
1662,@gouthamraj2705 We are following up with the team regarding the escalation. Requesting you please give us some more… https://t.co/O7sh4366Ja
1663,@gouthamraj2705 We are following up with the team regarding the escalation. Requesting you please give us some more… https://t.co/yUJkaEUbWq
1664,@gouthamraj2705 We are following up with the team regarding the escalation. Requesting you please give us some more… https://t.co/vAcCjWtqdK
1665,@gouthamraj2705 We are following up with the team regarding the escalation. Requesting you please give us some more… https://t.co/Kv7s3wy3xW
1666,"@kishoreyemula @Zoomcar_India I have raised tickets wide 1729065, 1706832,1695926 and many more to unsubscribe my v… https://t.co/igr2TZEyP5"
1667,@shridhar_sbk We have replied to your concern directly via message and we request you to kindly review on the same.
1668,"@irshaduddin1997 We are sorry for the inconvenience caused. Request you to kindly share your booking ID, we will have a check on the issue."
1669,"@n_tanmay_34 We are sorry to know that you haven't received your refund yet. Please share your booking ID, we will… https://t.co/LXmJXcZ9TP"
1670,@i_harryyadav Thank you for sharing the requested details. We have made the necessary changes to the booking and re… https://t.co/ChsCVn39Wr
1671,@Zoomcar_India Responding after 15 days. What a dedication towards work. Now let me inform you of new issues. Gaadi… https://t.co/GzGjCxuc2y
1672,@Zoomcar_India @ZoomcarDEL after alot of mails I will have not got response from your team they just say 48-72hrs t… https://t.co/L5nf6UAydj
1673,"@fusionssj4 Hello Utkarsh, we have highlighted your damage concern to our respective team and once we get any respo… https://t.co/ZS0aPn6gP8"
1674,"@Prabhu_DS Hello Prabhu, we apologize for the delay in responding, however, we see that our concerned team has alre… https://t.co/YAklO6rl3L"
1675,"@Prabhu_DS Hello Prabhu, we apologize for the delay in responding, however, we see that our concerned team has alre… https://t.co/5PF8PhxYxe"
1676,"@Prabhu_DS Hello Prabhu, we apologize for the delay in responding, however, we see that our concerned team has alre… https://t.co/YihjRQ3BAe"
1677,"@Prabhu_DS Hello Prabhu, we apologize for the delay in responding, however, we see that our concerned team has alre… https://t.co/PCP9EmkKj3"
1678,"@raretotweet Hello User, please accept our apologies for the delay in responding, we checked our concern executive… https://t.co/1V26o8CrJk"
1679,"ZOOMCAR is The Worst Carsharing Platform that exists 
There have been numerous complaints and issues with the… https://t.co/6aTcqfFsgt"
1680,"@i_harryyadav We would like to inform you that, please click on the odometer image to open the gallery page. Once y… https://t.co/4cLLSEVceL"
1681,@i_harryyadav We apologize for the delay in responding here. We need end odometer pictures along with the picture p… https://t.co/L0tW0fgkA3
1682,@Zoomcar_India Booking id - JPSNCW08M . Now please take it seriously .
1683,@Zoomcar_India @jagograhakjago @Zoomcar_India I don't know why it took sooooooooooooooooo long . But don't care any… https://t.co/NBvT31zs8K
1684,@i_harryyadav We are sorry for the discrepancy in the billing and for the trouble that you had to go through. Pleas… https://t.co/A8nw59Xboo
